flnatureza,dsdocumento,nmprimeiro,nmsegundo,dtregistro
1,39088627522,Otávio,Azevedo,2005-05-04
2,96313729576550,Patrícia,Silva,2024-03-02
1,86741286234,Ana,Silva,2018-10-14
1,92941742920,Isabela,Lopes,2011-09-19
1,58348954096,Isabela,Almeida,2025-04-14
1,57819215975,Vanessa,Martins,2010-08-08
2,67858834005301,Tiago,Medeiros,2020-12-20
1,63026504261,Fernanda,Martins,2019-06-05
1,06137045951,Rafael,Ribeiro,2019-07-24
1,95535493588,Karen,Azevedo,2007-03-14
2,39719580203197,Otávio,Lopes,2008-01-25
2,18191102411235,Fernanda,Lopes,2014-12-01
1,43485211117,Vanessa,Medeiros,2025-11-29
2,01143379205640,Patrícia,Ribeiro,2009-08-28
2,15550562394189,Ana,Medeiros,2015-09-28
2,43809010597481,Otávio,Azevedo,2006-06-22
1,56325022339,Fernanda,Barbosa,2025-09-12
1,93515894751,Sandra,Barbosa,2011-09-08
2,97796423993510,Eduardo,Dias,2014-09-11
1,88964837696,Fernanda,Ferreira,2009-11-03
2,32479283862380,Fernanda,Almeida,2021-11-25
2,60623097477274,Luiz,Cardoso,2012-07-14
1,06186893591,João,Gomes,2021-08-13
2,58692304512156,Karen,Moreira,2011-12-10
1,25326397052,Helena,Medeiros,2012-04-01
1,74625044273,Tiago,Medeiros,2024-11-12
1,86134181788,Otávio,Gomes,2017-11-27
1,71525096426,Karen,Almeida,2007-11-24
2,96830899708351,Natália,Martins,2012-04-05
2,01945016108698,Sandra,Teixeira,2018-12-28
2,98044873916317,João,Ribeiro,2015-11-05
1,80293564944,Fernanda,Rocha,2021-09-03
1,39229469794,Natália,Ferreira,2005-07-21
1,16032544750,Daniel,Cardoso,2012-08-30
2,89626408385392,Eduardo,Barbosa,2005-09-01
1,70130993414,Patrícia,Barbosa,2008-08-21
1,05298663625,Carlos,Gomes,2024-08-19
1,35843309961,Vanessa,Moreira,2006-01-05
1,85335713388,Carlos,Teixeira,2006-07-27
2,72533468581389,Eduardo,Ribeiro,2006-09-11
2,24519818723305,Patrícia,Barbosa,2014-07-14
1,99962410381,Carlos,Lopes,2014-03-30
1,44620634595,Isabela,Ferreira,2010-03-17
2,23540074333919,Natália,Costa,2009-03-07
1,67892527035,Fernanda,Cardoso,2007-10-21
2,60043741548452,Tiago,Almeida,2017-03-22
1,94413651461,Luiz,Moreira,2010-10-18
2,53748825797238,Helena,Rocha,2006-07-20
2,30716782981002,Luiz,Dias,2021-10-18
1,81129978731,Helena,Lopes,2022-02-18
2,94508485734241,Natália,Ferreira,2007-07-23
2,43639864323224,Gabriel,Cardoso,2005-06-20
2,63001166889828,Sandra,Almeida,2012-11-11
1,64130829719,Bruno,Martins,2017-04-12
1,56342498654,Marcos,Teixeira,2014-07-06
1,75603257249,Sandra,Medeiros,2015-07-06
2,18038090653391,Otávio,Souza,2016-11-08
1,93044904474,Ana,Souza,2013-07-15
2,30890689460827,Eduardo,Almeida,2005-06-20
1,39239852976,Sandra,Moreira,2008-01-15
2,67779161228152,Luiz,Moraes,2009-09-03
2,42006400073512,Tiago,Oliveira,2006-04-08
2,70704255480145,Marcos,Azevedo,2016-10-13
2,90198930329708,Luiz,Moraes,2011-05-29
1,14421747170,Karen,Silva,2014-08-24
1,98880875218,Bruno,Oliveira,2024-08-10
2,45415851015134,João,Teixeira,2007-03-12
1,44736541096,Daniel,Silva,2005-10-14
1,11138969140,Helena,Pereira,2010-11-15
2,57758710007342,Sandra,Oliveira,2022-03-14
1,75820502415,Luiz,Barbosa,2015-03-22
2,83189746340875,Ana,Martins,2024-10-29
2,80495650499673,Gabriel,Dias,2017-11-13
1,31057742205,Luiz,Moreira,2024-03-10
1,81030949687,Tiago,Ferreira,2023-12-16
2,62046153143475,Natália,Martins,2007-07-17
1,73839444484,Patrícia,Oliveira,2017-05-13
1,45457512094,Luiz,Silva,2010-08-03
1,89187246614,Karen,Dias,2020-08-30
1,39851687083,Luiz,Medeiros,2020-07-27
1,33231897017,Otávio,Cardoso,2011-09-30
2,22586327441644,Vanessa,Pereira,2013-06-20
1,70524461289,Vanessa,Moreira,2013-05-05
1,32729737385,Otávio,Lopes,2018-11-03
2,98548511710646,Patrícia,Silva,2008-02-08
1,52462076353,Eduardo,Silva,2025-09-15
2,67200623956757,Daniel,Barbosa,2014-11-19
1,44311214096,Marcos,Azevedo,2012-12-29
2,33640537548767,Sandra,Costa,2009-02-12
1,00548148473,Carlos,Ferreira,2015-04-29
2,09195019929746,Natália,Cardoso,2022-11-17
1,29856139537,Patrícia,Oliveira,2018-07-23
2,74426139418891,Daniel,Barbosa,2006-10-09
2,97217298907471,Fernanda,Martins,2019-09-03
2,34535131416684,Tiago,Ferreira,2023-02-04
1,59857355210,Rafael,Pereira,2008-07-18
2,42560060146707,João,Lopes,2008-03-23
2,48646727665106,Eduardo,Almeida,2010-06-03
1,71705349132,Natália,Cardoso,2018-07-24
2,85736945900805,Vanessa,Rocha,2013-12-05
1,76194797427,Carlos,Rocha,2008-05-18
2,07881036483930,Natália,Pereira,2012-06-25
1,90676149257,Fernanda,Lopes,2019-03-09
1,66319841545,Natália,Oliveira,2015-03-10
2,03333173306035,Marcos,Costa,2009-09-13
2,93224725441653,Vanessa,Silva,2024-04-08
1,47154046492,Karen,Martins,2018-08-19
2,52621701312553,Vanessa,Ribeiro,2006-12-30
1,51717276048,Otávio,Martins,2021-01-01
1,91456890522,Patrícia,Ferreira,2023-04-03
1,44330982866,Bruno,Barbosa,2022-11-06
2,84571328225702,Sandra,Souza,2013-12-19
1,29173000119,Karen,Moraes,2014-07-01
1,71225605737,Carlos,Medeiros,2007-12-23
2,88947770465562,Ana,Azevedo,2021-10-07
2,47328581196171,Patrícia,Teixeira,2018-05-06
1,71133928740,Daniel,Costa,2010-11-27
2,28668315186221,Gabriel,Moreira,2019-04-19
2,50850051411578,Ana,Moraes,2016-12-23
1,29202380529,Fernanda,Moraes,2010-04-27
1,22809685240,Rafael,Teixeira,2022-03-25
1,26976052465,Daniel,Cardoso,2025-12-28
2,08486129188588,João,Ferreira,2009-12-21
1,24485209880,Natália,Pereira,2019-11-27
2,60471705060249,Marcos,Souza,2013-10-16
2,38176785898127,Karen,Azevedo,2024-12-03
2,79063209086892,Fernanda,Pereira,2008-03-28
2,24908181039862,Patrícia,Martins,2014-10-23
2,04469184895295,Helena,Martins,2024-12-21
2,00147990611425,Bruno,Almeida,2012-04-03
2,82388408324811,Karen,Moreira,2010-02-02
1,08781123165,Ana,Gomes,2024-08-07
1,32941954445,Patrícia,Moraes,2007-11-07
2,80797413957061,Vanessa,Costa,2006-11-16
2,62423424251320,Fernanda,Cardoso,2012-11-03
1,46009446668,Sandra,Almeida,2023-12-24
1,12856333385,Bruno,Pereira,2024-07-20
2,41369382536985,Otávio,Souza,2014-12-20
2,81046377002525,Tiago,Souza,2016-12-23
1,04936764137,Gabriel,Azevedo,2013-11-19
1,69487919576,Fernanda,Martins,2022-03-01
1,35380236348,Vanessa,Dias,2024-05-03
2,53951714943136,Patrícia,Martins,2025-08-03
2,42664399950902,Gabriel,Lopes,2025-06-03
2,97102889320576,Gabriel,Azevedo,2024-02-15
2,89681980498352,Bruno,Souza,2009-01-24
2,29983956657187,Karen,Almeida,2023-10-05
1,00457688638,Otávio,Rocha,2015-10-12
2,75098310432686,Natália,Lopes,2023-12-13
1,30148071487,Helena,Costa,2017-03-26
2,06906595518997,Isabela,Gomes,2012-01-09
1,89020506981,Marcos,Ribeiro,2006-10-09
2,33746837812813,Eduardo,Pereira,2009-08-06
2,27840434525708,Daniel,Medeiros,2014-01-01
2,13080794757633,Otávio,Souza,2013-10-31
2,27689749949854,Eduardo,Martins,2008-11-16
2,39846535783623,Marcos,Moraes,2018-05-01
1,44770291151,Bruno,Lopes,2017-01-11
2,90607947670001,Bruno,Oliveira,2021-08-14
1,60086022875,Karen,Gomes,2008-04-14
1,65290538722,Vanessa,Moraes,2020-11-05
2,81978370606921,Isabela,Dias,2006-04-07
1,73902931765,Natália,Souza,2014-05-12
1,03331142765,Ana,Costa,2007-11-26
2,71142541505801,Ana,Cardoso,2012-04-09
1,56203733602,Sandra,Teixeira,2012-06-10
1,88481734829,Patrícia,Azevedo,2013-12-29
1,53414664138,Karen,Pereira,2014-02-15
2,37774310486567,Daniel,Silva,2011-03-19
2,43173003963895,Fernanda,Rocha,2018-02-27
2,67047984919630,Tiago,Dias,2020-06-12
2,02170824054690,Bruno,Gomes,2025-06-09
1,04876537389,Isabela,Silva,2025-02-13
2,57972317093148,Patrícia,Ribeiro,2014-08-25
1,32777760914,Eduardo,Martins,2009-12-14
1,90154424141,Karen,Cardoso,2022-06-20
2,18936517268723,Tiago,Silva,2006-01-03
2,53135382927211,Daniel,Teixeira,2017-02-02
2,17622948449942,Marcos,Martins,2005-05-30
1,21065252231,Otávio,Ribeiro,2008-10-17
1,71901619398,Helena,Ferreira,2017-08-19
1,37093628283,Eduardo,Gomes,2011-10-18
1,64329962405,Isabela,Gomes,2010-07-16
2,66461323467912,Patrícia,Barbosa,2006-03-02
1,52255450600,Patrícia,Souza,2016-03-22
1,74689252999,Karen,Silva,2009-11-15
1,86840864200,Eduardo,Cardoso,2023-03-01
2,12196950368582,João,Ribeiro,2013-02-17
2,16514889667395,Tiago,Lopes,2022-09-23
1,62748228882,Natália,Dias,2006-11-09
2,03543284950552,Fernanda,Oliveira,2014-01-20
1,55536798845,Tiago,Moraes,2006-08-10
2,83332536820706,Patrícia,Oliveira,2008-12-11
1,75032865318,João,Oliveira,2009-04-21
1,52103901145,Vanessa,Costa,2009-04-18
1,36437533701,Helena,Rocha,2009-03-20
2,24787174369600,Vanessa,Rocha,2007-01-19
2,57598160720106,Eduardo,Martins,2014-01-09
1,53463011390,Luiz,Silva,2013-02-10
1,62640627022,Helena,Rocha,2009-01-13
1,99963999916,Marcos,Azevedo,2022-09-23
1,52507802410,Rafael,Silva,2014-06-10
2,96114930367635,Otávio,Teixeira,2008-10-24
2,03713308462893,Bruno,Souza,2021-10-16
2,17049339938907,Isabela,Barbosa,2006-04-13
1,12808866393,Patrícia,Martins,2014-12-12
2,28056916363197,Otávio,Azevedo,2010-06-20
2,00800908603387,Carlos,Pereira,2005-01-25
2,32968667580338,Isabela,Teixeira,2015-06-19
1,85633463951,Carlos,Silva,2017-03-03
1,40148075741,Helena,Rocha,2005-01-10
2,67861402710724,Eduardo,Teixeira,2018-10-04
2,98528967002164,Bruno,Moreira,2005-04-13
2,82230608885888,João,Martins,2022-10-27
1,12727056093,Ana,Moreira,2016-06-01
1,31804466131,Vanessa,Almeida,2006-09-27
1,29842242936,Marcos,Rocha,2025-11-21
1,58836833070,Rafael,Moreira,2014-06-28
1,49820404937,Natália,Dias,2011-12-26
2,05825116450874,Daniel,Gomes,2006-07-29
1,21131181946,Tiago,Souza,2014-11-30
2,57565193462339,Sandra,Moreira,2025-12-30
1,92118091795,Natália,Moraes,2011-12-15
1,67592633878,Rafael,Souza,2010-02-21
2,97579940917284,Patrícia,Dias,2016-10-30
1,67644871922,Marcos,Lopes,2023-10-09
2,06217986013989,Bruno,Cardoso,2024-11-29
1,45731221411,Luiz,Medeiros,2014-07-12
1,79222736825,Sandra,Cardoso,2014-08-23
1,99637329713,Karen,Silva,2013-12-04
2,11126933600978,Marcos,Pereira,2019-03-26
2,85275284078703,Marcos,Ribeiro,2006-03-22
1,24204313463,Daniel,Martins,2021-11-10
2,31633806917138,Tiago,Cardoso,2021-04-02
1,31297982182,Marcos,Moraes,2019-02-01
2,51660745481609,Bruno,Teixeira,2022-09-19
1,89331951076,Eduardo,Oliveira,2022-07-29
1,18395850305,Luiz,Azevedo,2025-01-27
2,98194013400306,Helena,Silva,2018-12-24
1,38632123980,Vanessa,Teixeira,2023-08-24
2,89295658876209,Fernanda,Barbosa,2013-01-05
1,63840826417,Otávio,Gomes,2024-11-15
1,02642785458,Otávio,Barbosa,2016-07-05
2,51262667885348,Ana,Oliveira,2010-09-12
2,58370172763600,Isabela,Barbosa,2019-06-13
1,53979807256,Carlos,Martins,2025-11-06
1,28250032826,Ana,Almeida,2023-10-26
2,16406564561897,Eduardo,Medeiros,2025-10-04
2,85912485543957,Patrícia,Almeida,2023-04-28
2,56783937746674,Patrícia,Lopes,2016-12-03
1,49236967102,Natália,Azevedo,2022-06-10
2,67458181892323,Otávio,Barbosa,2022-11-18
1,91568235567,Marcos,Pereira,2014-06-03
2,89596745823570,Rafael,Rocha,2019-04-26
2,77714479358093,Karen,Silva,2013-11-01
2,53477140297988,Gabriel,Teixeira,2013-11-02
2,94670884891155,Marcos,Costa,2014-12-08
1,44831287808,Carlos,Medeiros,2010-10-12
2,83070137491807,Gabriel,Oliveira,2007-11-04
2,59703740507164,Gabriel,Medeiros,2014-10-03
1,99434850926,Ana,Cardoso,2006-12-28
1,19433699557,Tiago,Pereira,2018-08-08
2,54015074639348,Otávio,Azevedo,2007-09-07
1,10353576765,Patrícia,Cardoso,2023-09-18
1,32854531591,Rafael,Azevedo,2014-05-25
1,30594047575,Fernanda,Silva,2011-04-02
2,92494244712656,Marcos,Teixeira,2005-01-30
2,34219662700368,Marcos,Ribeiro,2019-11-15
2,59681194639460,Natália,Moreira,2008-07-15
2,93594770665910,Eduardo,Ferreira,2025-06-18
1,12179447435,Sandra,Martins,2022-08-11
2,77345806756177,Daniel,Pereira,2014-05-04
2,62406150958482,Helena,Barbosa,2015-11-30
1,14150568683,Gabriel,Gomes,2007-01-31
1,51511709703,João,Gomes,2023-06-30
1,26072598188,Rafael,Lopes,2017-03-07
2,81891871149865,Ana,Souza,2006-07-22
1,38979928017,Luiz,Costa,2024-03-16
1,04225130313,Gabriel,Oliveira,2013-07-15
2,63701011067768,Daniel,Oliveira,2021-12-08
2,38630509970644,Fernanda,Ferreira,2011-10-01
1,13570943867,Otávio,Barbosa,2021-08-12
1,73083665705,Luiz,Almeida,2025-04-25
2,57699348634397,Natália,Cardoso,2008-03-09
1,48817481322,João,Cardoso,2015-10-30
2,90552870054996,Daniel,Almeida,2021-07-26
2,47221959810024,Daniel,Azevedo,2016-06-22
2,14453008584794,João,Martins,2008-04-22
1,24186715907,Patrícia,Gomes,2019-05-16
1,27631106318,João,Azevedo,2014-01-31
1,19412452880,Luiz,Azevedo,2008-04-14
1,13430446586,Sandra,Cardoso,2021-04-27
2,75111296495298,Eduardo,Gomes,2012-12-04
1,87108660405,Fernanda,Pereira,2021-12-18
2,19007077312169,João,Ferreira,2017-11-20
2,58743641329038,Natália,Ferreira,2022-11-10
1,69232962476,Marcos,Moraes,2025-10-01
2,86051784397813,Natália,Oliveira,2022-07-01
2,07049203401511,Vanessa,Dias,2009-06-17
2,80919835627629,Patrícia,Cardoso,2016-11-12
2,97249587953405,Isabela,Barbosa,2005-07-15
1,04832642939,Ana,Pereira,2007-10-11
1,60334172651,Natália,Moreira,2006-01-04
1,16984731947,Daniel,Moreira,2014-10-04
2,06946211233596,Isabela,Lopes,2008-11-11
1,64613677007,Natália,Ferreira,2015-11-13
1,10749635064,Bruno,Dias,2017-02-28
1,09449061807,Ana,Moreira,2012-10-03
2,83487160549418,Natália,Pereira,2016-05-02
2,86168643778581,Natália,Almeida,2014-03-28
2,41382074762858,Luiz,Lopes,2014-08-16
2,44146823451059,Sandra,Martins,2005-04-14
2,11352825126075,Luiz,Azevedo,2017-06-08
2,98955238743486,Luiz,Souza,2023-06-17
1,91482630133,Fernanda,Oliveira,2019-02-02
2,97816061174399,Karen,Dias,2005-02-17
2,92338511057987,Carlos,Souza,2008-04-11
1,04363810468,Natália,Costa,2017-03-16
2,94355581001486,Marcos,Ferreira,2017-05-22
1,67081161916,Tiago,Azevedo,2014-05-26
1,56265378667,Karen,Dias,2009-04-30
1,62422757973,Helena,Azevedo,2020-08-03
1,52726627929,Isabela,Ribeiro,2008-10-04
2,71780634566253,Natália,Costa,2010-09-18
1,46718942447,Marcos,Lopes,2016-04-18
1,61358903724,João,Moraes,2025-03-02
2,20635019425665,Karen,Rocha,2009-01-14
2,21987677009440,Otávio,Pereira,2021-06-25
1,56354675038,Gabriel,Pereira,2008-12-20
2,78529219646043,Karen,Moreira,2023-09-27
1,49581235023,Bruno,Costa,2023-08-17
2,35797868505811,Vanessa,Moraes,2013-07-07
1,58491821422,Isabela,Rocha,2023-07-20
2,03303869703272,Daniel,Moreira,2024-05-14
1,03785022428,Otávio,Gomes,2018-08-29
1,14581817656,Vanessa,Dias,2014-06-14
2,56603465571087,Natália,Rocha,2007-06-21
2,99604025374008,Marcos,Moraes,2009-03-09
2,39871685006013,Sandra,Teixeira,2016-04-17
2,73023531367311,Gabriel,Martins,2013-03-08
1,35947680464,Eduardo,Rocha,2007-07-11
2,09770196224858,Rafael,Medeiros,2024-03-13
1,35520661975,Bruno,Costa,2017-12-27
2,84397068927959,Tiago,Pereira,2006-07-29
2,73520249189246,Ana,Souza,2022-11-29
1,12470620761,Helena,Rocha,2016-07-19
1,06438070335,Patrícia,Rocha,2017-10-11
2,17855043275219,Ana,Oliveira,2014-05-24
1,37239944608,Sandra,Almeida,2013-10-12
2,22517098915054,Vanessa,Medeiros,2013-11-24
2,52695893783646,Eduardo,Lopes,2024-11-18
2,85878636436334,Otávio,Rocha,2009-10-21
1,61780354147,João,Dias,2024-04-17
2,06157332584526,Gabriel,Martins,2010-08-20
1,19255750104,Patrícia,Lopes,2025-10-06
1,00093284374,Sandra,Silva,2025-04-28
1,71118452012,Natália,Medeiros,2021-12-31
2,95663087446456,Luiz,Cardoso,2014-06-10
1,44535652292,Fernanda,Souza,2014-08-20
1,91671326194,Helena,Oliveira,2008-01-23
1,06627762270,Otávio,Almeida,2008-03-14
1,88179077549,Marcos,Barbosa,2015-04-14
2,02149583503608,Luiz,Azevedo,2020-01-23
1,68594610296,Ana,Moreira,2008-07-27
2,38014783014038,Bruno,Oliveira,2010-06-02
2,49980346163580,Luiz,Teixeira,2012-06-08
2,69720975739106,Gabriel,Moraes,2023-11-09
2,65922013791511,Patrícia,Teixeira,2009-02-11
2,53944149049670,Natália,Martins,2019-03-27
2,31524254746239,Bruno,Ribeiro,2019-11-28
1,03628240438,Ana,Ferreira,2005-12-17
2,52492073655478,Vanessa,Cardoso,2006-03-31
2,38358234609369,Isabela,Teixeira,2025-10-22
2,29327520813250,Ana,Azevedo,2014-04-26
2,28094033477936,Daniel,Moreira,2016-07-03
2,52249115496649,Patrícia,Souza,2015-05-31
1,58748427315,Carlos,Moreira,2021-01-14
1,12737619001,Fernanda,Medeiros,2022-02-24
2,79457123112903,João,Almeida,2022-01-15
2,13761089493734,Patrícia,Moraes,2012-04-01
2,46284048919333,João,Dias,2023-03-03
2,38933651788418,Eduardo,Dias,2023-09-16
1,38442296591,Karen,Oliveira,2013-01-10
2,38564941966621,Daniel,Oliveira,2011-02-26
2,21314158529532,Rafael,Moraes,2020-06-16
2,47654064780555,Bruno,Rocha,2005-02-25
1,94674006491,Sandra,Moraes,2023-08-31
2,78751196779327,Fernanda,Barbosa,2013-01-10
1,39750159709,Luiz,Gomes,2021-09-02
2,93131051334911,Marcos,Moraes,2025-09-12
1,80360625131,Gabriel,Moraes,2019-01-15
2,01161953749233,Bruno,Costa,2015-12-23
2,47861032423510,Ana,Moraes,2014-07-11
1,97656049554,Helena,Medeiros,2013-08-25
2,96486485181929,Gabriel,Medeiros,2016-04-20
1,72322958437,Natália,Lopes,2011-06-19
1,18691984446,Helena,Ribeiro,2010-06-15
2,80156158590002,Tiago,Costa,2013-03-26
2,93859422792983,Gabriel,Rocha,2005-03-13
1,69405287839,Carlos,Azevedo,2005-11-10
2,71595309880246,Vanessa,Lopes,2017-04-30
1,13543020222,Isabela,Silva,2009-04-21
1,88314403676,Patrícia,Silva,2013-11-29
1,32727518664,Patrícia,Pereira,2025-11-05
2,92018617421628,Natália,Ribeiro,2006-06-27
1,71391500401,Gabriel,Teixeira,2013-04-21
1,52716236406,Tiago,Oliveira,2005-04-22
2,27662074359105,Ana,Rocha,2018-10-13
1,58485994428,Ana,Azevedo,2010-05-11
2,98779121002287,Rafael,Martins,2013-05-04
1,48244503325,Helena,Silva,2010-06-01
2,68505806099541,Fernanda,Oliveira,2005-01-02
1,12512579568,Karen,Lopes,2018-11-11
2,19819389606784,Ana,Cardoso,2007-10-29
2,50754108150593,Vanessa,Oliveira,2023-09-07
2,06237195223395,Vanessa,Dias,2013-03-03
1,95637883256,Fernanda,Azevedo,2006-05-06
1,60698322627,Carlos,Barbosa,2015-10-16
2,69183409099385,Gabriel,Teixeira,2015-02-13
1,01603611957,Natália,Cardoso,2023-01-02
2,21368461190291,Bruno,Ribeiro,2017-09-28
1,04089610434,Isabela,Almeida,2020-08-14
1,61939844648,Sandra,Barbosa,2019-02-17
1,72715997266,Marcos,Teixeira,2005-08-07
1,44445942903,Rafael,Moraes,2017-03-10
2,64789158523489,Natália,Costa,2023-01-08
2,42190255957708,Natália,Medeiros,2009-10-18
1,25068047121,Ana,Rocha,2014-01-03
1,34495899898,Vanessa,Costa,2007-03-25
1,54605037879,Bruno,Ferreira,2011-08-14
2,13686025463126,Eduardo,Martins,2016-09-22
1,03915548627,Bruno,Gomes,2022-05-08
1,26964749120,Isabela,Cardoso,2021-07-17
2,96820309053988,Karen,Almeida,2014-03-01
1,60914036423,Marcos,Souza,2015-05-15
2,50703026704584,Helena,Dias,2017-10-17
1,79491840074,Fernanda,Rocha,2012-09-07
1,79680355968,João,Pereira,2019-09-01
1,26488170670,Natália,Oliveira,2024-04-11
2,12984937864645,Vanessa,Dias,2023-03-01
1,11000759442,Carlos,Almeida,2007-07-01
1,97648333449,João,Oliveira,2025-02-09
1,45242453899,Eduardo,Almeida,2024-12-20
1,04915938676,Fernanda,Moraes,2010-09-10
2,40589891943860,Carlos,Rocha,2008-05-11
2,81376090954818,Patrícia,Lopes,2012-09-03
1,50465124576,Luiz,Moraes,2011-12-18
2,62122084756829,Natália,Teixeira,2014-01-20
1,87474255237,Marcos,Costa,2015-11-01
1,38505385049,Daniel,Moreira,2010-07-31
1,37880598333,Vanessa,Barbosa,2025-02-25
2,83231116711233,Rafael,Azevedo,2018-01-15
2,34393019742644,Fernanda,Moraes,2019-02-18
2,07520518969220,Bruno,Barbosa,2024-07-19
2,58543950110397,Fernanda,Ribeiro,2021-04-03
2,35074068048501,Otávio,Moraes,2008-12-07
1,85944019504,Karen,Azevedo,2014-02-01
2,73875741429049,Fernanda,Medeiros,2010-07-12
1,79124740771,Bruno,Ferreira,2016-05-22
1,44633750861,Sandra,Pereira,2023-08-02
2,30237595350646,Marcos,Ribeiro,2018-10-07
1,82548597233,Karen,Moraes,2025-06-30
1,63850168720,Carlos,Moraes,2017-04-26
2,15229174641378,Isabela,Oliveira,2019-12-19
1,48668974011,Sandra,Pereira,2021-02-01
2,98203847711246,Luiz,Oliveira,2023-05-27
2,19488842376596,Eduardo,Silva,2005-12-12
2,98505670898118,Bruno,Teixeira,2016-08-02
2,52444748011443,Ana,Moreira,2024-12-25
2,87645735758880,Daniel,Almeida,2025-08-03
1,93968596837,Gabriel,Ferreira,2024-08-31
1,18426287988,Karen,Silva,2011-09-23
1,13973979088,Bruno,Moreira,2008-08-15
1,21691370783,Bruno,Dias,2007-06-07
1,95249466532,Helena,Teixeira,2017-02-01
2,07508711930087,Helena,Moraes,2018-04-30
2,27196008265888,Bruno,Silva,2015-03-25
1,49149140878,Vanessa,Lopes,2011-08-02
1,81437236355,Gabriel,Medeiros,2016-04-22
1,82005916056,Patrícia,Cardoso,2020-03-14
2,53057267401888,Vanessa,Souza,2025-10-06
1,08086268989,Marcos,Dias,2021-08-03
2,50204499576892,Helena,Almeida,2013-02-16
2,86922444972462,João,Silva,2015-06-11
2,63957507389349,Bruno,Barbosa,2021-12-25
2,73767618066737,Isabela,Souza,2009-04-01
1,94548796310,Karen,Azevedo,2012-04-03
1,65376635148,Marcos,Cardoso,2019-03-16
2,39357654091311,Gabriel,Pereira,2013-08-26
1,63480490741,Marcos,Barbosa,2020-11-14
1,47540841147,Vanessa,Azevedo,2012-01-08
2,14026988720809,Luiz,Medeiros,2008-03-26
2,62949245529209,João,Moreira,2006-05-15
2,82345332048151,Sandra,Azevedo,2005-03-07
2,63438827979828,Otávio,Souza,2017-05-05
2,90637862290393,Karen,Martins,2015-09-03
1,64777680298,João,Moraes,2015-12-17
2,93219665953334,Patrícia,Teixeira,2010-05-24
1,12646969698,Eduardo,Almeida,2025-08-31
2,37677941549853,Vanessa,Martins,2013-08-30
2,65597933178850,Eduardo,Teixeira,2006-09-23
2,77595263774309,Luiz,Costa,2009-09-04
2,91957949120021,Helena,Cardoso,2021-04-13
2,54810144586500,Otávio,Ferreira,2019-01-19
1,11150533292,Vanessa,Almeida,2010-10-11
2,41722774456623,Ana,Silva,2012-01-19
2,46212770298131,Bruno,Gomes,2012-11-12
2,12953397634812,Fernanda,Rocha,2010-01-03
1,76852393332,Natália,Ferreira,2008-09-27
1,67684798290,Sandra,Gomes,2006-10-16
2,23489824133029,Bruno,Silva,2016-01-06
1,19882533346,Fernanda,Ribeiro,2016-10-29
1,36034240923,Patrícia,Azevedo,2024-10-19
1,55308355829,Rafael,Barbosa,2020-12-27
1,04227035598,Fernanda,Ferreira,2022-03-04
1,72098070574,João,Rocha,2012-06-18
1,91545305924,Daniel,Souza,2015-11-24
1,61739785954,Daniel,Moreira,2018-06-07
2,66540712605514,Marcos,Gomes,2010-01-19
2,57346232041543,Marcos,Dias,2007-11-19
2,94255320349634,Gabriel,Souza,2012-03-17
1,98693646329,Luiz,Martins,2024-08-21
2,26447524145888,Isabela,Costa,2010-08-27
2,65028100804514,Karen,Silva,2024-12-21
2,88703875649897,Tiago,Lopes,2006-09-19
1,60345887356,Isabela,Barbosa,2009-12-14
2,90374845212100,Luiz,Souza,2013-11-19
2,10260961480491,Vanessa,Costa,2023-12-04
